Código;descricao_insumo;descricao_detalhes;Descrição;Descrição Família Insumo;Descrição Conta Financeira
1804;DESPESA COM ALIMENTAÇÃO;CAFÉ PÓ 3 CORAÇÕES TIPO 1;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;CAFÉ PÓ 3 CORAÇÕES TIPO 2;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;CAFÉ PÓ 3 CORAÇÕES TIPO 3;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;CAFÉ PÓ 3 CORAÇÕES TIPO 4;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;CAFÉ PÓ 3 CORAÇÕES TIPO 5;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BISC.MARILAN 350GR MAIZENA TIPO 1;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BISC.MARILAN 350GR MAIZENA TIPO 2;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BISC.MARILAN 350GR MAIZENA TIPO 3;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BISC.MARILAN 350GR MAIZENA TIPO 4;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;SUCO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;IOGURTE;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;MANGA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BANANA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;LARANJA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;MAÇÃ;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;GRANOLA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;COOKIES;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;SALGADOS;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;MELANCIA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;IORGUTE SANS;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;PAO DE QUEIJO 26/08/2025 - 16:27:00 SIENGE / SOFTPLAN 18 de 36 Detalhes de Insumos Tabela 9 - GUERRERO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BUREK FGO ZF;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;MINI RISSOLE REQ;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;MINI RISSOLE 4 QJS;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;MINI COXINHA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;SONHO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;SALGADO / ALIMENTAÇÃO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;SALGADO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;CX BBS CORACAO NAMORADOS 112;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;CX MONTEBELLO 90 PIPOCA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;CX MONTEBELLO 90 COCO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;TAB 100 CAST CAJU AO LEITE;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;TAB 100 COOKIES'N CREAM CS;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;TAB 20 AO LEITE LACREME;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;TAB 20 BRANCO LACREME;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;TAB 20 AO LEITE LANUT;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;TRU 13,5 AO LEITE KIDS LACREME;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;PAO QUEIJO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;IOG CANTO MINAS TRIPLO ZERO AMEIXA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;AGUA MINERAL INDAIA 1,5L;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;LIMAO H20H LIMONETO PET 500ML;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;SUCO C.MADEIRA UVA TTO KOSHER INTEG.1L;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BISC PIRAQUE MAIZENA 200G;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;SUCO BACURI 1L;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;GRANOLA ALL NUTRI MACA/BANANA/CANEL 230G;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;CALDO CANA DAMOENDA 1L;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;POLPA DMG MURUCI 500G;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;MANGA TOMMY KG;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;MAMAO BAIANO SITIO SERRA KG;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BANANA PRATA ANA SITIO SERRA KG;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;LIMAO KG;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BISNAGUINHA ZAFFARI 300G;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;PRESUNTO COZ;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;QUEIJO PRATO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;TOMATE 1KG;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BERGAMOTA KG;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;REFRI SUKITA 2L LARANJA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;REFRI SUKITA 2L GUARANA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;REFRI PEPSI 2L;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BICOITO DISSAN 300G;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BISCOITO ORQUIDEA 300G;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BICOITO ZEZE 200G;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BISCOITO ADAMS 280G;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;TAB 20 ZERO AÇUCAR;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;TAB 20 70% ZERO AÇUCAR;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;TAB 20 BRANCO ZERO AÇUCAR;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BB 13 AMENDOA ZERO AÇUCAR;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BB 13 AVELA ZERO AÇUCAR;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;TAB 5 28% LACREME;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BBS DREAMS SORTIDO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;TRU 13,5 AO LEITE LACREME;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;CS 80 SORTIDO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;PETIT DELI BROWNIE;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;PETIT DELI MIL FOLHAS 78G;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;CESTA CALDA M;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;KIT ACESSORIO G;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;REFRI GUARANA ANTARCTICA LT 350ML;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;REFRI COCA COLA LT 350ML;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;KINDER BUENO WHITE 39G;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BISC OREO RECH ORIGINAL 90G;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;AMENDOIM S.HELENA CROKISSIMO 24G;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BISC ARCOR PASSION WAF CHOC 80G 26/08/2025 - 16:27:00 SIENGE / SOFTPLAN 19 de 36 Detalhes de Insumos Tabela 9 - GUERRERO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;SUCO PANIZZON UVA INT 1L;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;UVA DOCURA DO VALE/ IRIS/ARRAS DUETO 500G;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BEB LACTEA NESCAU NESTLE ACTIV -GO 180ML;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;CHOCOBISCUIT NESTLE LEITE 90G;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BATATA FRITA PRINGLES ORIGINAL 104G;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;AGUA MINERAL BELAGUA S/GAS 1,5ML;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;POT-POURRI HERBAL;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BOLO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BACON CALEMBA 200g;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BACON SADIA 250g;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;LEITE UHT;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;CAFE CAPS.NESCAFE;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;PROTEINA MU 450g BROWNIE;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;CREME RICOTA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;AGUA MINERAL DA PEDRA 5l;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;AGUA MINERAL DA PEDRA 1,5l S/GAS;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;LAVA ROUPA PO BRILHANTE 800g;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BALA HALLS 27,5g;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;SUCO SUQ 900ml;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;IOGURTE BATAVO 170gNATURAL INTEGRAL;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;IOGURTE NESTLE 170g NATURAL INTEGRAL;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;ATUM GOMES COSTA 120g;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BISCOITO MARILAN 350g;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;PAO WICKBOLD 350g;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;MACARRAO BARILLA 500g;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;TOMATE GRAPE DEVILLE 500;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;OVOS BECKER VERMELHO C/30;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;MACA CAPUCHINHO 1kg PCT;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;UVA THOMPSOM MIMO 500g;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;MELAO AMARELO FATIADO KG;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BANANA BRANCA kg;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;AZEITE;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;CAFÉ;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BICARBONATO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;SAL;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;FARINHA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;OLEO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;VINAGRE;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;COLORAL;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;TEMPERO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;CESTA NATALINA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;VINHO ITALINO 750 ML;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;VINHO PORTUGUES 750 ML;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;ESPUMANTE 750 ML;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BAUDOCCO CHOCOTONE MAXI GOTAS 450G;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;PANETONE;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BALA YOGURTE;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;EXTRATO TOMATE;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;AMEDOIM;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;FAROFA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BISCOITO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;GELATINA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;MACARRÃO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;AZEITONA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BOMBOM;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;ADICIONAL OVO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;ADICIONAL QUEIJO BRANCO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;SANDUICHE;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;CHOCOLATE;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;PÃO COM OVO 26/08/2025 - 16:27:00 SIENGE / SOFTPLAN 20 de 36 Detalhes de Insumos Tabela 9 - GUERRERO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;SALSICHA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;MAIONESE;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;MILHO VERDE;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;GOIABADA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;PESSEGO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;AÇÚCAR 2Kg;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;ÁGUA TONICA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;ARROZ;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;CEBOLA BRANCA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;CEBOLA ROXA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;ENERGETICO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;ENERGETICO I;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;ENERGETICO II;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;GIN;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;LARANJA PERA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;LIMÃO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;MELÃO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;MORANGO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;PINHA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;VODKA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;CANELA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;torta de chantilly pequena;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;CHIMANGO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;CHIPA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BOLO IOGURTE COM LIMAO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BOLO COBERTURA LEITE NINHO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BOLO CENOURA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BOLO COBERTURA CREME DE AVELA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;AÇUCAR 1KG;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BATATA DOCE;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;OVOS;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;ATUM COQUEIRO RALADO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;BICABORNATO SODIO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;MOLHO TOMATE 300G;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;MOLHO PESTO DE DECCO 190G;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;MOLHO PESTO PAGANINI 180G;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;ESPAGUETE BARILHA 500G;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;SARDINHA GOMES COSTA 125G;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;FARINHA NESTLE LATA 360G;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;QUEIJO FAIXA AZUL;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;QUEIJO BRANCO A;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;QUEIJO BRANCO B;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;COCA 1,5L;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;TORTA SALGADA MÉDIA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;COALHADA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;TRIGO MIRELA S/ FERMENTO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;MASSA VITARELA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;DIVERSOS01;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;DIVERSOS 02;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;CANJICA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;MASSA BRANDINI;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;TEMPERO AJINOMOTO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;OLEO SOYA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;CAMARAO SALGADO N 12 P;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;CAMARAO SALGADO N 12 M;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;CAMARAO SALGADO N 12 G;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;LINGUICA TOSCANA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;CORTE FRANGO FILE PEITO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;CARNE CG 26/08/2025 - 16:27:00 SIENGE / SOFTPLAN 21 de 36 Detalhes de Insumos Tabela 9 - GUERRERO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;QUEIJO RALADO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;QUEIJO MUSSARELA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;KETCHUP;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;ACZEITE DENDE;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;ESPETO PARANA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;LEITO PO 200G;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;ERVILHA 170G;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;LEITE CONDENSADO;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;CR LEITE PIRACANJUBA;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;MANIONESE HELLMANS.;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;MILHO VERDE 170G;DESPESA COM ALIMENTAÇÃO;;Alimentação
1804;DESPESA COM ALIMENTAÇÃO;LEITE DE COCO 500ML;DESPESA COM ALIMENTAÇÃO;;Alimentação
